gene,Block1,Block2,Block3,Block4
1700022a21rik,15,5,19,1
1700025g04rik,9,6,1,14
4933401b06rik,17,2,0,19
5830417i10rik,14,9,1,2
9330102e08rik,8,12,8,12
9430018g01rik,19,9,15,13
9430083a17rik,3,4,10,17
Aanat,12,14,5,1
Aasdh,5,14,2,17
Aatf,16,1,2,15
Abat,7,2,14,15
Abca16,14,1,16,19
Abca17,5,11,12,4
Abca4,10,14,12,12
Abca8a,8,5,13,0
Abcb5,4,12,17,19
Abcb7,13,7,17,3
Abcc1,7,1,19,9
Abcc4,1,3,7,17
Abcc6,12,4,0,16
Abcc9,7,6,14,19
Abcg1,5,17,3,19
Abhd2,3,19,11,11
Abhd6,19,3,12,10
Abl1,15,18,5,8
Abl2,12,18,18,12
Ablim2,3,17,2,18
Abtb1,14,10,10,14
Acacb,2,12,3,11
Acad10,9,5,8,6
Acad11,7,14,4,17
Acad9,19,0,6,13
Acap2,8,16,1,3
Acat1,11,12,12,11
Acbd5,10,5,1,14
Ace,10,12,0,2
Acer3,13,6,5,14
Ackr3,0,4,17,7
Acot6,15,12,3,4
Acox1,8,15,18,5
Acox3,11,17,13,15
Acoxl,4,10,4,10
Acp5,5,6,7,4
Acsbg1,17,18,6,9
Acsbg2,8,10,0,18
Acsf2,7,17,10,14
Acsl5,1,17,11,7
Acsm1,13,19,7,5
Acsm2,6,17,0,3
Acsm5,14,3,3,14
Acss1,11,9,3,17
Actl7a,15,11,3,3
Actl9,16,7,12,11
Actn3,11,12,11,12
Actr10,1,14,4,11
Actrt3,15,6,1,0
Adam11,12,5,16,1
Adam12,19,11,15,15
Adam17,17,14,15,16
Adam19,16,8,4,0
Adam1b,2,12,15,19
Adam2,12,0,9,3
Adam21,4,9,8,5
Adam5,12,19,18,13
Adam9,2,15,16,1
Adamts13,8,14,0,2
Adamts2,19,9,13,15
Adamtsl2,1,1,18,4
Adamtsl4,19,4,0,3
Adap1,0,11,14,17
Adarb1,7,8,14,1
Adck5,1,14,1,14
Adcy1,2,8,4,6
Adcy2,7,2,7,2
Adcy3,1,9,6,4
Adcy9,12,15,8,19
Add3,3,12,16,19
Adh7,0,11,0,11
Adipor1,16,2,4,14
Adipor2,10,2,5,7
Adrb3,12,10,19,3
Adss,18,6,3,1
Aff2,15,17,14,18
Afg3l2,3,7,9,1
Agap1,7,9,12,4
Agap2,7,13,4,16
Agbl2,3,11,10,4
Agfg2,16,0,8,8
Aggf1,15,18,7,6
Agl,5,11,6,10
Ago1,10,17,8,19
Ago2,17,6,13,10
Agpat3,11,2,9,4
Agpat4,17,17,12,2
Agps,0,1,15,6
Agrn,14,15,12,17
Agtr1a,0,3,11,12
Ahcyl2,5,14,13,6
Ahr,5,0,1,4
Ahrr,10,14,17,7
Aicda,10,1,9,2
Aif1l,14,2,14,2
Aifm3,8,7,8,7
Aip,8,9,8,9
Aire,9,7,12,4
Ak4,6,3,2,7
Ak5,18,0,5,13
Akap1,15,19,12,2
Akap5,19,13,6,6
Akap6,7,2,13,16
Akt3,14,18,6,6
Aldh1a3,18,9,13,14
Aldh2,4,18,2,0
Aldh3a1,7,6,7,6
Aldh5a1,13,12,3,2
Aldh7a1,6,16,19,3
Alg11,3,1,15,9
Alg12,7,5,12,0
Alms1,18,11,11,18
Alox12,4,19,8,15
Alox12b,18,6,18,6
Alpk1,16,13,10,19
Alpk3,9,8,9,8
Alpl,6,17,13,10
Als2,13,4,10,7
Als2cl,11,12,13,10
Alx3,2,3,5,0
Alx4,9,4,5,8
Ambra1,2,0,3,19
Amdhd1,8,5,6,7
Amer1,10,12,14,8
Amfr,10,15,16,9
Amhr2,0,18,1,17
Amigo1,5,9,5,9
Amot,1,15,6,10
Amotl2,2,11,1,12
Ampd3,5,9,9,5
Angel1,18,2,4,16
Angptl1,8,17,4,1
Angptl4,7,14,9,12
Angptl7,2,6,11,17
Ankk1,8,19,14,13
Ankmy2,1,5,2,4
Ankrd13c,11,17,3,5
Ankrd13d,11,6,7,10
Ankrd16,10,17,10,17
Ankrd24,14,11,5,0
Ankrd28,0,8,0,8
Ankrd29,5,5,6,4
Ankrd34c,16,3,18,1
Ankrd44,18,12,15,15
Ankrd45,11,1,9,3
Ankrd50,8,6,10,4
Ankrd52,15,5,17,3
Ankrd63,7,7,9,5
Anks1,0,10,12,18
Anks4b,7,2,16,13
Anln,5,19,11,13
Ano10,9,2,14,17
Ano6,14,7,15,6
Antxr1,6,14,10,10
Antxrl,0,0,16,4
Anxa4,7,15,7,15
Anxa6,13,9,8,14
Aox1,2,16,15,3
Ap1b1,1,13,10,4
Ap2a1,3,6,7,2
Ap2a2,16,7,17,6
Ap3b2,6,12,12,6
Ap3d1,7,18,13,12
Ap5b1,11,6,12,5
Apba1,17,6,0,3
Aph1b,8,15,2,1
Aplp2,10,16,13,13
Apmap,19,3,5,17
Apod,18,15,0,13
Apold1,17,1,6,12
Appbp2,3,1,8,16
Appl2,18,14,10,2
Aqp3,3,6,9,0
Aqp4,11,1,15,17
Aqp7,15,3,18,0
Ar,4,19,4,19
Arap1,15,3,13,5
Arap2,2,11,10,3
Arc,13,8,11,10
Arfgap1,5,8,3,10
Arhgap1,8,13,10,11
Arhgap12,4,14,15,3
Arhgap19,16,0,2,14
Arhgap23,9,13,8,14
Arhgap26,6,16,13,9
Arhgap29,0,11,18,13
Arhgap31,16,18,15,19
Arhgap33,6,17,19,4
Arhgap36,2,12,1,13
Arhgap42,4,7,11,0
Arhgef10l,15,13,19,9
Arhgef15,3,6,12,17
Arhgef16,17,14,3,8
Arhgef19,6,14,0,0
Arhgef28,14,5,0,19
Arid3a,9,15,2,2
Arid5a,9,17,16,10
Arid5b,17,7,8,16
Arih1,2,18,7,13
Arih2,10,7,14,3
Arl13b,17,7,4,0
Arl2bp,19,11,0,10
Arl4d,0,17,16,1
Arl5b,16,3,13,6
Arl5c,2,1,3,0
Arl8b,1,16,7,10
Armc7,13,15,2,6
Armc9,4,13,2,15
Armcx2,5,18,8,15
Armcx6,6,2,13,15
Arnt,3,2,4,1
Arnt2,4,19,1,2
Arntl,13,16,12,17
Arpp19,2,12,5,9
Arrb1,3,3,6,0
Arrdc1,15,3,7,11
Arrdc3,11,18,5,4
Arsi,19,19,2,16
Arsk,2,5,10,17
Artn,14,10,5,19
Asb2,3,5,4,4
Asb3,1,4,18,7
Asb7,16,5,6,15
Ascc2,5,16,12,9
Ascl2,18,14,1,11
Asf1b,1,15,11,5
Asic1,5,1,11,15
Asl,1,10,2,9
Asns,5,4,7,2
Asprv1,17,9,10,16
Astl,6,7,9,4
Astn1,10,1,14,17
Asxl2,6,7,17,16
Atad3a,8,5,10,3
Atf6,16,10,0,6
Atg14,19,7,3,3
Atg16l2,6,15,19,2
Atg4c,7,19,8,18
Atg9a,6,2,0,8
Atic,11,10,2,19
Atl3,7,1,2,6
Atm,18,3,8,13
Atoh1,18,5,8,15
Atp10b,10,17,4,3
Atp11a,1,0,9,12
Atp2a1,11,14,6,19
Atp4a,0,14,6,8
Atp6v1b1,8,13,4,17
Atp7b,1,12,10,3
Atp8b5,3,2,6,19
Atp9b,18,15,11,2
Atpaf2,14,7,9,12
Atrn,8,2,12,18
Atrnl1,19,1,4,16
Aurkb,5,12,13,4
Auts2,16,11,15,12
Avpr1b,6,11,11,6
Axl,1,16,3,14
B3galnt1,19,4,15,8
B3galnt2,8,15,14,9
B3galt2,9,14,1,2
B3galt6,6,12,14,4
B3gat1,5,13,1,17
B4galnt3,3,1,6,18
B4galt1,8,8,0,16
B4galt2,9,1,12,18
B4galt3,3,18,9,12
B4galt5,7,19,1,5
B4galt7,9,3,14,18
B930092h01rik,8,8,12,4
Baalc,7,3,1,9
Bach2,8,19,19,8
Bambi,11,16,1,6
Bap1,5,7,6,6
Bard1,13,18,9,2
Barhl1,3,0,4,19
Barx2,17,13,8,2
Bbs10,14,14,7,1
Bbs12,12,8,6,14
Bbs4,5,8,6,7
Bc031361,17,4,4,17
Bcat1,4,10,14,0
Bckdha,0,3,19,4
Bcl3,18,17,17,18
Bcl7b,0,3,5,18
Bcl9,15,7,9,13
Bdh1,3,0,19,4
Bdkrb1,8,18,11,15
Bdkrb2,7,16,10,13
Bend3,6,7,18,15
Bend4,1,3,17,7
Best2,11,7,15,3
Best3,18,14,13,19
Bhlhe41,8,5,16,17
Bicd2,1,15,14,2
Bin1,14,19,15,18
Bin3,2,7,15,14
Bivm,15,12,12,15
Bloc1s5,19,5,10,14
Bmp8a,16,9,16,9
Bmper,9,17,2,4
Bms1,14,3,11,6
Bnip2,2,19,10,11
Bod1l,1,3,12,12
Bok,6,7,8,5
Bora,12,19,6,5
Bpgm,10,7,1,16
Bpifb4,15,0,3,12
Brd2,1,5,7,19
Brf2,3,17,4,16
Bri3bp,11,2,4,9
Brpf3,13,17,6,4
Brwd3,17,4,13,8
Bsdc1,17,6,19,4
Bsn,8,5,14,19
Bspry,19,7,13,13
Btbd17,11,16,16,11
Btd,13,19,2,10
Btk,8,9,7,10
Btla,8,14,19,3
Btn1a1,1,10,14,17
Bub1,18,1,1,18
Bub1b,14,14,16,12
Bub3,12,1,2,11
C030029h02rik,3,7,1,9
C1qtnf1,16,11,7,0
C2cd2,8,3,7,4
C8a,4,14,8,10
Cables1,17,7,6,18
Cacna1b,11,2,11,2
Cacna1c,8,0,18,10
Cacna1e,1,10,9,2
Cacna1g,8,3,0,11
Cacng2,11,15,19,7
Cacng3,2,13,13,2
Cactin,2,11,6,7
Calcrl,17,1,2,16
Camk1d,13,16,7,2
Camk1g,0,7,0,7
Camkk1,1,8,3,6
Camsap3,16,6,14,8
Capn13,13,16,13,16
Capn15,0,7,16,11
Capn2,4,11,16,19
Capn9,5,16,4,17
Capza1,12,10,0,2
Car2,11,0,10,1
Card10,1,19,12,8
Card14,5,7,2,10
Cars,15,11,1,5
Casc4,11,12,15,8
Caskin2,13,8,7,14
Casp8ap2,2,19,3,18
Casq2,18,18,0,16
Cav1,11,15,9,17
Cbfa2t2,13,8,17,4
Cbfa2t3,13,10,6,17
Cblb,6,8,18,16
Cbx4,4,12,8,8
Cc2d1a,1,10,4,7
Ccar2,10,2,19,13
Ccdc102a,14,14,19,9
Ccdc115,0,19,15,4
Ccdc126,0,1,9,12
Ccdc129,0,9,0,9
Ccdc130,7,7,8,6
Ccdc14,8,9,13,4
Ccdc146,0,7,17,10
Ccdc154,12,5,15,2
Ccdc157,15,14,5,4
Ccdc17,0,17,7,10
Ccdc181,15,7,0,2
Ccdc39,5,14,8,11
Ccdc40,3,5,1,7
Ccdc51,9,8,0,17
Ccdc65,14,7,11,10
Ccdc66,6,8,19,15
Ccdc85b,7,17,5,19
Ccdc87,12,11,10,13
Ccdc88b,4,2,12,14
Ccdc92,7,14,10,11
Ccdc97,5,19,18,6
Cchcr1,14,10,2,2
Ccng1,12,15,1,6
Ccnj,17,2,7,12
Ccr3,2,19,7,14
Ccr4,7,16,19,4
Ccr7,3,18,5,16
Ccser1,3,11,12,2
Ccser2,6,6,19,13
Cct8l1,18,16,7,7
Cd163,13,4,8,9
Cd22,17,3,2,18
Cd28,16,0,17,19
Cd300ld,11,18,14,15
Cd300lf,5,6,19,12
Cd300lg,13,17,15,15
Cd5,9,2,17,14
Cd6,10,4,5,9
Cd83,2,11,3,10
Cd93,2,17,1,18
Cd96,9,13,10,12
Cd99l2,8,17,9,16
Cdc23,9,3,0,12
Cdc25c,4,14,0,18
Cdc42bpg,15,13,17,11
Cdc42ep4,16,9,18,7
Cdc42se1,12,8,11,9
Cdc45,5,16,14,7
Cdc5l,7,16,12,11
Cdca2,11,1,4,8
Cdca5,4,0,7,17
Cdca7,5,16,5,16
Cdca8,15,16,3,8
Cdcp1,11,0,13,18
Cdh11,18,7,12,13
Cdh16,15,16,11,0
Cdh18,10,9,18,1
Cdh22,5,10,13,2
Cdh23,18,3,14,7
Cdh3,18,8,4,2
Cdh6,18,1,14,5
Cdh7,1,4,15,10
Cdk13,18,13,9,2
Cdk16,12,6,10,8
Cdk5rap3,18,11,19,10
Cdk6,18,1,2,17
Cdkl2,13,4,11,6
Cdkl4,4,16,3,17
Cdkl5,14,0,8,6
Cdkn1a,9,6,19,16
Cdkn1c,15,5,10,10
Cdon,18,17,15,0
Cdr2l,16,8,5,19
Cdyl2,9,17,11,15
Ceacam16,1,4,10,15
Ceacam20,14,14,5,3
Cebpz,16,9,6,19
Celsr3,11,10,10,11
Cenpf,11,18,17,12
Cep104,8,4,14,18
Cep135,9,10,15,4
Cep152,2,15,9,8
Cep164,6,15,3,18
Cep170b,11,10,14,7
Cep350,6,6,4,8
Cep57,9,3,13,19
Cep68,15,2,14,3
Cep85,8,7,9,6
Cep89,14,7,1,0
Cep95,11,15,1,5
Cept1,15,6,3,18
Cercam,6,19,8,17
Cers2,0,10,5,5
Cers3,16,14,12,18
Cers5,16,6,9,13
Cgn,9,0,1,8
Chad,4,6,1,9
Chd8,17,6,5,18
Chdh,10,2,11,1
Chek1,15,1,10,6
Chic1,11,0,14,17
Chodl,5,14,1,18
Chrm1,8,15,12,11
Chrm2,15,2,9,8
Chrna5,2,14,15,1
Chrna6,0,1,18,3
Chrna7,5,2,0,7
Chrnd,14,1,17,18
Chst10,4,15,1,18
Chst2,15,16,4,7
Chst3,8,16,8,16
Chst7,6,16,11,11
Chsy1,4,6,5,5
Ciao1,15,17,3,9
Ciapin1,10,14,2,2
Cidec,19,6,10,15
Cilp2,10,5,12,3
Cinp,16,16,6,6
Cit,1,18,19,0
Cited2,19,14,3,10
Ckap2l,7,5,13,19
Ckap4,3,12,14,1
Clcf1,13,7,12,8
Clcn2,9,10,18,1
Clcn6,17,2,13,6
Cldn11,2,10,17,15
Cldn18,4,8,8,4
Cldn4,16,15,17,14
Cldn5,16,1,11,6
Cldn9,3,19,12,10
Clec14a,8,12,11,9
Clec16a,2,3,3,2
Clec1a,9,6,10,5
Clec4f,4,6,7,3
Clec5a,14,16,8,2
Clip1,7,12,4,15
Clip4,2,1,14,9
Clrn1,7,1,9,19
Clstn2,11,18,16,13
Clvs1,5,19,4,0
Cmtm3,2,1,7,16
Cmtm4,10,5,14,1
Cmtm6,0,14,7,7
Cmtr1,13,1,4,10
Cmya5,8,5,7,6
Cndp1,2,4,13,13
Cnga2,12,5,10,7
Cnga3,2,1,2,1
Cnga4,8,12,12,8
Cnksr3,11,15,13,13
Cnnm2,14,16,17,13
Cnot1,16,0,19,17
Cnot10,7,3,17,13
Cnot4,8,1,7,2
Cnp,5,16,11,10
Cnppd1,13,1,9,5
Cnpy1,12,11,6,17
Cnpy3,9,1,1,9
Cnr2,1,2,14,9
Cnst,3,4,16,11
Cntn2,9,4,18,15
Cntn3,18,7,5,0
Cntnap3,11,9,16,4
Cntnap4,8,18,19,7
Cntnap5b,16,18,11,3
Cntrob,8,17,6,19
Cog4,10,19,14,15
Cog5,16,5,17,4
Cog8,0,13,15,18
Coil,13,17,1,9
Col11a1,11,19,15,15
Col11a2,8,18,13,13
Col12a1,6,13,18,1
Col18a1,17,3,10,10
Col19a1,1,15,9,7
Col1a1,17,18,0,15
Col20a1,4,7,14,17
Col22a1,19,4,12,11
Col24a1,19,1,7,13
Col28a1,7,3,8,2
Col2a1,1,6,17,10
Col4a3,5,5,12,18
Col5a2,5,15,1,19
Col6a1,14,7,16,5
Col6a2,6,4,3,7
Col6a4,16,16,8,4
Colgalt2,15,13,15,13
Comp,17,19,13,3
Copb2,2,5,15,12
Copg2,19,17,9,7
Cops4,15,12,6,1
Cops7b,5,13,12,6
Coro1c,19,4,11,12
Coro2a,3,16,14,5
Coro7,1,16,17,0
Cox15,11,6,9,8
Cp,18,6,11,13
Cpeb4,1,9,2,8
Cpox,15,0,6,9
Cpped1,5,18,3,0
Cpq,11,12,10,13
Cpsf3,14,17,11,0
Cpsf4,18,0,16,2
Cpsf6,6,13,1,18
Cpsf7,10,6,18,18
Cpt2,4,4,8,0
Cpz,11,17,15,13
Cr2,1,8,17,12
Crb2,12,17,3,6
Creb3l1,19,17,14,2
Creg2,4,2,18,8
Creld1,17,16,4,9
Crim1,7,16,7,16
Crkl,19,16,7,8
Crlf1,5,7,17,15
Crlf3,19,4,19,4
Crot,13,0,2,11
Crtac1,16,1,5,12
Crtap,16,12,10,18
Cs,19,5,18,6
Csk,3,7,6,4
Csnk1d,5,1,12,14
Csnk1g3,9,19,2,6
Cspg4,6,17,14,9
Cspp1,18,12,10,0
Csrnp2,3,18,12,9
Csrp1,14,11,0,5
Cst6,1,19,4,16
Ctc1,17,7,16,8
Ctcf,15,12,8,19
Ctdspl2,14,3,9,8
Ctif,9,5,12,2
Ctnna1,16,16,5,7
Ctnnd2,12,0,13,19
Ctps,3,16,12,7
Ctsa,19,17,16,0
Ctsd,5,3,14,14
Ctsf,2,2,12,12
Cttnbp2nl,12,15,3,4
Cuedc2,4,3,11,16
Cul3,0,9,1,8
Cul4a,14,15,0,9
Cutal,19,17,17,19
Cux2,10,6,7,9
Cwc25,0,4,7,17
Cwf19l1,16,17,5,8
Cxcl9,4,11,15,0
Cxcr4,4,12,0,16
Cyb5r1,5,19,17,7
Cyb5r2,15,8,19,4
Cybb,9,16,19,6
Cyld,7,18,1,4
Cyp11a1,0,2,0,2
Cyp1a1,16,2,3,15
Cyp21a1,11,19,4,6
Cyp24a1,17,15,11,1
Cyp26b1,14,6,2,18
Cyp26c1,2,2,1,3
Cyp2d22,6,10,19,17
Cyp2f2,16,10,15,11
Cyp2s1,18,3,2,19
Cyp2u1,0,9,15,14
Cyp2w1,16,19,16,19
Cyp39a1,14,10,11,13
Cyp4b1,7,14,19,2
Cyp4v3,10,13,17,6
Cyp7a1,3,9,3,9
Cyr61,1,5,3,3
Cysltr1,17,14,12,19
Cyth2,15,7,7,15
Cyth3,18,13,2,9
Daam1,5,6,6,5
Dab2,2,18,14,6
Dab2ip,3,10,2,11
Dach1,14,0,2,12
Dact1,2,13,7,8
Dalrd3,12,10,12,10
Dapk1,15,15,6,4
Dapk2,0,6,5,1
Dapp1,13,17,3,7
Daxx,14,13,1,6
Dbpht2,18,1,17,2
Dbt,3,6,19,10
Dcaf12l2,13,11,1,3
Dcaf15,5,2,3,4
Dcaf5,7,15,3,19
Dcaf6,15,18,10,3
Dcaf8,15,3,11,7
Dcakd,3,12,1,14
Dcbld2,9,18,13,14
Dcc,4,15,2,17
Dchs1,9,16,11,14
Dclk3,10,7,7,10
Dctn4,15,10,8,17
Ddb2,9,11,1,19
Ddc,10,12,10,12
Ddhd1,14,8,13,9
Ddhd2,1,5,8,18
Ddost,8,0,9,19
Ddx21,14,16,5,5
Ddx28,6,14,7,13
Ddx31,2,4,17,9
Ddx42,19,2,7,14
Ddx47,11,3,16,18
Ddx50,15,10,7,18
Ddx52,11,3,11,3
Ddx54,10,6,12,4
Deaf1,8,1,11,18
Dedd2,7,4,3,8
Dennd5a,9,18,17,10
Dennd5b,14,18,3,9
Depdc5,14,17,10,1
Des,12,12,5,19
Dgat2,11,8,10,9
Dgcr8,0,15,3,12
Dhfr,9,11,17,3
Dhodh,3,12,19,16
Dhrs7b,1,7,6,2
Dhrs9,15,19,14,0
Dhx58,19,2,19,2
Dhx9,14,3,13,4
Diablo,11,4,6,9
Dicer1,1,7,3,5
Dido1,15,8,1,2
Diexf,12,19,14,17
Dio1,9,17,19,7
Dio3,18,5,0,3
Dip2a,4,10,2,12
Dip2b,19,16,9,6
Dip2c,11,9,6,14
Diras2,8,3,11,0
Dirc2,13,4,2,15
Dis3,17,4,14,7
Dis3l,5,10,6,9
Disc1,5,18,6,17
Disp1,15,11,11,15
Dlgap3,4,17,14,7
Dll1,8,16,6,18
Dll3,12,12,13,11
Dlx1,7,12,12,7
Dmap1,14,12,0,6
Dmpk,13,10,9,14
Dmrt2,8,16,13,11
Dmrta1,14,10,16,8
Dmrta2,10,0,3,7
Dmrtb1,6,5,4,7
Dmxl2,0,19,16,3
Dna2,19,15,19,15
Dnah2,14,12,16,10
Dnah9,9,19,8,0
Dnaic1,2,3,17,8
Dnaic2,16,10,1,5
Dnaja4,1,3,4,0
Dnajb1,14,0,9,5
Dnajb12,6,7,14,19
Dnajb5,10,14,16,8
Dnajc13,2,1,19,4
Dnajc18,12,3,15,0
Dnajc22,12,15,14,13
Dnal1,10,8,0,18
Dnmbp,1,10,3,8
Dnmt1,9,9,13,5
Dnmt3b,14,19,5,8
Dntt,13,14,1,6
Dock10,8,3,5,6
Dock3,9,6,13,2
Dolk,16,8,3,1
Dpcd,1,7,5,3
Dpcr1,14,19,11,2
Dpf1,4,14,11,7
Dph7,7,7,1,13
Dpp7,0,16,6,10
Dpt,9,17,15,11
Dpy19l4,9,1,18,12
Dpysl5,17,6,17,6
Dqx1,8,10,17,1
Drc1,17,16,5,8
Drd2,1,9,17,13
Drg2,10,16,19,7
Dsc1,2,16,16,2
Dscam,12,4,1,15
Dsg1a,1,11,10,2
Dsg4,8,1,1,8
Dtl,12,13,1,4
Dtx1,11,12,8,15
Dtx3,16,12,7,1
Duox1,7,16,4,19
Dus3l,8,17,17,8
Dusp1,11,16,13,14
Dusp11,16,15,10,1
Dusp14,7,10,18,19
Dusp18,1,5,16,10
Dusp26,5,5,17,13
Dusp6,0,10,6,4
Dvl1,13,15,16,12
Dvl2,1,18,16,3
Dvl3,6,15,4,17
Dync1li1,3,7,16,14
Dyrk3,19,2,10,11
Dysf,18,4,8,14
E2f7,7,0,4,3
E2f8,3,5,17,11
E4f1,10,7,18,19
Eapp,10,18,19,9
Ears2,16,6,0,2
Ebf1,6,4,0,10
Ebf4,10,7,4,13
Ebna1bp2,9,2,7,4
Ebp,10,4,18,16
Ecel1,1,12,8,5
Echdc3,16,0,18,18
Ect2l,13,5,3,15
Edem3,1,4,0,5
Edil3,9,6,9,6
Ednra,0,8,14,14
Eef1d,3,11,9,5
Eef2k,12,10,13,9
Efcab12,0,0,15,5
Efcab14,10,11,5,16
Efcab5,6,2,2,6
Efcab6,11,2,5,8
Efhd1,14,9,9,14
Efna2,2,14,14,2
Efna5,5,6,8,3
Efr3b,9,7,5,11
Eftud2,12,1,11,2
Egf,16,12,18,10
Egr2,12,15,2,5
Ehbp1,9,15,18,6
Ehd2,5,5,15,15
Eif1a,13,19,16,16
Eif2b5,11,1,19,13
Eif2s1,17,12,1,8
Eif2s3x,12,6,2,16
Eif3l,1,17,1,17
Eif4h,0,9,3,6
Eif6,9,12,6,15
Elavl4,14,18,13,19
Elf2,6,6,3,9
Elfn2,11,12,5,18
Elk1,11,10,12,9
Elk4,15,12,4,3
Elmod2,6,6,7,5
Elovl3,7,13,11,9
Elovl4,13,4,9,8
Elovl6,10,10,8,12
Elp2,2,7,11,18
Emc10,11,10,16,5
Emc3,2,0,7,15
Eme2,3,9,6,6
Eml6,16,17,14,19
Emx2,11,15,7,19
En2,7,13,9,11
Enam,4,15,9,10
Endov,6,3,10,19
Enox2,3,2,19,6
Enpp3,8,13,6,15
Enpp4,13,10,2,1
Entpd8,13,16,19,10
Eogt,16,16,13,19
Ep400,19,4,8,15
Epg5,7,4,8,3
Epha2,18,10,11,17
Epha3,15,12,7,0
Ephb2,7,4,13,18
Ephx2,12,6,19,19
Epn1,1,0,6,15
Eps15,0,16,2,14
Eps15l1,12,8,12,8
Eps8l2,2,10,6,6
Eral1,0,4,9,15
Erbb3,0,14,10,4
Erc2,6,5,10,1
Ercc4,4,13,0,17
Ercc5,3,13,6,10
Ergic1,1,12,0,13
Eri1,0,12,6,6
Erlec1,19,1,2,18
Erlin1,11,5,16,0
Ermn,13,0,16,17
Ermp1,16,13,8,1
Ern2,9,12,3,18
Erp44,3,1,12,12
Errfi1,10,11,4,17
Espl1,18,1,3,16
Esr2,8,5,0,13
Esrp1,3,17,12,8
Esrrb,14,11,2,3
Etaa1,9,4,14,19
Etl4,5,19,15,9
Ets1,2,6,17,11
Eva1a,16,14,17,13
Evc,17,11,6,2
Evc2,5,6,13,18
Evpl,16,12,14,14
Evx1,3,9,7,5
Exd1,2,0,13,9
Exd2,17,18,12,3
Exoc1,18,8,15,11
Exoc3l4,6,5,3,8
Exoc8,6,11,6,11
Exosc10,18,11,1,8
Exosc4,11,6,10,7
Eya1,9,16,6,19
Eya2,9,12,4,17
Eya4,3,2,5,0
Ezh1,18,11,13,16
Ezr,10,0,16,14
F2r,3,8,14,17
F2rl1,11,16,10,17
F2rl3,15,16,9,2
F8,0,11,10,1
Fa2h,17,16,3,10
Faah,8,10,11,7
Fadd,7,18,5,0
Faf1,2,5,2,5
Faim2,0,6,13,13
Fam102b,15,17,17,15
Fam105a,16,3,0,19
Fam107b,5,16,19,2
Fam110a,10,15,0,5
Fam117a,7,5,10,2
Fam117b,7,6,18,15
Fam118a,17,0,15,2
Fam122b,11,15,5,1
Fam124b,9,10,8,11
Fam126b,0,14,4,10
Fam129a,14,8,1,1
Fam155a,3,11,2,12
Fam160a2,3,19,8,14
Fam160b2,8,11,11,8
Fam167a,16,5,7,14
Fam184b,6,10,6,10
Fam189a1,13,18,12,19
Fam189b,8,9,3,14
Fam192a,18,17,5,10
Fam193a,8,19,10,17
Fam193b,12,4,8,8
Fam196a,18,0,2,16
Fam196b,0,5,16,9
Fam198a,15,15,0,10
Fam199x,3,6,1,8
Fam19a1,15,16,13,18
Fam19a2,17,12,14,15
Fam19a3,16,3,6,13
Fam19a5,12,8,5,15
Fam20b,4,6,18,12
Fam20c,13,1,3,11
Fam210b,8,18,3,3
Fam212b,16,17,12,1
Fam214b,12,14,13,13
Fam221b,18,2,9,11
Fam26d,12,13,12,13
Fam26e,19,11,10,0
Fam35a,15,8,17,6
Fam43a,12,8,1,19
Fam53a,13,3,17,19
Fam53c,7,19,0,6
Fam69a,5,14,9,10
Fam71b,19,8,12,15
Fam71f1,1,17,19,19
Fam76a,6,6,12,0
Fam78b,18,2,19,1
Fam83e,6,14,3,17
Fam83g,11,5,19,17
Fam84a,17,14,8,3
Fan1,11,8,6,13
Fancc,11,3,19,15
Fancd2,17,11,0,8
Fancm,11,13,16,8
Farp2,17,0,6,11
Fastkd1,10,12,18,4
Fastkd2,17,13,9,1
Fastkd3,3,11,5,9
Fbf1,5,5,8,2
Fblim1,1,13,17,17
Fbln2,14,17,9,2
Fbln5,10,4,14,0
Fbn2,17,18,5,10
Fbxl12,10,19,1,8
Fbxl18,1,16,13,4
Fbxl19,6,19,13,12
Fbxl20,19,15,1,13
Fbxl4,7,13,12,8
Fbxl5,9,18,11,16
Fbxo10,18,10,10,18
Fbxo21,8,11,4,15
Fbxo24,17,15,0,12
Fbxo28,11,12,9,14
Fbxo32,4,11,0,15
Fbxo4,19,8,6,1
Fbxo41,11,7,17,1
Fbxo7,0,6,1,5
Fbxo8,14,10,6,18
Fbxw17,12,17,5,4
Fbxw4,15,10,11,14
Fcgbp,4,3,10,17
Fcgr1,10,2,16,16
Fcgrt,12,0,10,2
Fcho2,15,1,9,7
Fech,19,13,10,2
Fem1a,0,15,10,5
Fermt3,14,6,10,10
Ffar2,0,7,6,1
Fgd2,15,5,16,4
Fgd3,18,6,7,17
Fgf1,7,15,2,0
Fgf10,7,13,18,2
Fgf15,14,3,12,5
Fgfr1op,15,7,15,7
Fgfr3,1,5,14,12
Fgfrl1,5,12,10,7
Fhl1,2,9,6,5
Fhod3,0,18,4,14
Fig4,8,14,17,5
Fign,12,13,16,9
Fignl2,17,11,12,16
Filip1,2,18,6,14
Filip1l,14,2,16,0
Fip1l1,1,9,1,9
Fkbp14,4,19,0,3
Fkbp8,14,6,19,1
Fli1,15,6,12,9
Flna,7,15,5,17
Flnc,14,1,3,12
Flot1,12,10,8,14
Flt1,11,6,0,17
Flt3,18,15,18,15
Fmn1,5,11,1,15
Fmo5,16,17,4,9
Fmr1,15,17,18,14
Fn3krp,2,10,14,18
Fnbp4,16,2,14,4
