gene,x,y,primary,rep
1418,2.714680055739919,3.0345008922610366,20,5
326,3.4405066863826868,5.067777717269261,20,6
1986,3.905932798408092,4.174634771631255,20,6
1245,6.735458643328813,4.992082320084432,20,6
2065,2.1464869209338726,4.330556678431755,20,6
1054,4.082172290581707,3.961233621695512,20,6
369,2.118950334782004,4.668805532013083,20,6
1061,4.970001253581881,6.867528513680331,20,6
47,4.930869474162729,5.790706979369736,20,6
299,6.275520687654622,4.665698457117974,20,6
1332,5.649463471726678,3.192611403100304,20,6
413,4.674063112472622,5.174624338864606,20,6
445,4.459997842094186,5.576377452058095,20,6
387,5.568216482965356,4.123649488768071,20,6
689,4.288330023707109,5.569683445556545,20,6
887,2.0485070684660744,3.7031259557697,20,6
1977,4.139569223887409,6.257016680765963,20,6
340,4.060896617149704,2.9264539799598626,20,6
1458,2.2616090625167367,3.803131152469919,20,6
942,6.560688056602244,6.834263795630406,20,6
1379,6.868474528603203,4.244624025564987,20,6
457,6.416217052547749,3.54872065424342,20,6
905,4.920688619017483,6.794267306147794,20,6
1354,5.801811394086354,6.057125420965516,20,6
1275,6.216479907770699,5.866943260186657,20,6
776,3.3059406824448168,3.897083882510321,20,6
1974,2.7628260354601406,3.424046307288154,20,7
1935,4.242823606712478,6.062593174201133,20,7
316,4.543679850268423,6.408393089426067,20,7
828,5.283990855008357,6.024688774483433,20,7
258,3.751499241933685,5.598373772821111,20,7
1567,6.865509363242361,5.677118609773718,20,7
1573,2.5688368035572378,2.6171460624493017,20,7
969,5.268471590129967,3.0038568667155974,20,7
1376,3.55002875057043,6.191350491159609,20,7
1395,3.177215481317646,2.904741990904027,20,7
645,3.2312612482886163,2.7188239075751444,20,7
21,3.5391799562288675,6.679518728399602,20,7
805,5.50815040565201,4.972131612785928,20,7
677,3.01553638959063,4.322089221238742,20,7
1626,3.603161722598936,5.530988190983221,20,7
1127,6.550860031360536,5.686229342604134,20,7
451,3.9889169938505455,2.868354157455681,20,7
1863,2.170740457894488,5.93459950185645,20,7
1728,6.065617443116444,5.423378768136486,20,7
544,6.106669678538172,5.488391612601916,20,7
1627,3.558142260814805,3.7706909663387176,20,7
252,2.1292651341508844,5.084604377814624,20,7
387,5.900534140896197,5.532629451001344,20,7
675,3.7810149434628286,4.395743587389844,20,7
1284,5.28949819660469,5.361647054567047,20,7
155,2.8326585483146296,6.614680287105316,20,8
1648,6.562668025444268,4.861049236009518,20,8
1591,5.628193525589818,3.900975037273769,20,8
483,3.115358946124496,2.684205044095107,20,8
166,5.602212296809084,4.392154375374178,20,8
561,3.4936411582657416,3.932054203501406,20,8
1690,4.754415977587588,2.007952363759875,20,8
430,4.83931884966561,5.450127645246905,20,8
594,2.5081690444143154,5.520329021223189,20,8
623,2.586860907684132,5.481005232563502,20,8
1807,3.537982721627902,2.808989444274016,20,8
1233,5.861786704720257,4.667192594750837,20,8
2064,2.5710947570329665,2.8986845616113097,20,8
1406,4.590314478237715,3.469121667181708,20,8
1925,3.8661757631266687,4.340926042723054,20,8
101,4.423400675029723,6.930043198630044,20,8
1294,2.100024815937631,3.85433063536372,20,8
1908,2.315317046151089,2.5318539059095118,20,8
1610,2.437837698925056,3.189536734738757,20,8
680,4.461166518024042,2.065265236519961,20,8
1441,4.663727732661259,4.379958943402034,20,8
811,2.926802821543071,5.764057130716143,20,8
86,5.900049329477671,3.730123949589783,20,8
739,2.317729515679579,3.092038233071081,20,8
1530,5.588104226701211,5.595602639146048,20,8
1681,4.87517424351753,6.707989209376915,20,9
1445,3.175018467918034,6.869569796925726,20,9
1112,4.964750861839417,2.788591729975124,20,9
727,5.376261757405459,2.5929238844850198,20,9
373,5.99827505038985,3.725486758520469,20,9
522,4.4117161713277335,6.928049201259759,20,9
412,2.5811857925389674,2.1502032212753805,20,9
1191,2.483879089475836,4.197889592400071,20,9
1163,5.939775673765731,2.424279975882487,20,9
1129,5.679208964766961,6.254200589774713,20,9
1719,3.051158290548692,4.306237137129907,20,9
55,4.032888925496659,5.735718536513775,20,9
1586,2.3375585515770685,2.5496158524020323,20,9
760,5.527254863115466,2.6643543553566738,20,9
229,2.9035160370322046,5.000981688137747,20,9
144,4.7015136883813575,3.327089508690176,20,9
1613,6.727751087835132,3.719659070307895,20,9
1013,3.087467263530039,5.9706314686142905,20,9
801,4.633674928060277,6.151609901368839,20,9
404,4.851162434104963,3.1701702429766074,20,9
1336,5.195398251767453,6.354031675476869,20,9
684,4.374549738117564,3.844286063333136,20,9
311,2.14017004717794,6.128573615198686,20,9
1177,4.939942855342315,3.893458895211737,20,9
1618,5.335121386830476,6.443835287534541,20,9
911,3.7126965262129534,6.9510778809111,20,10
1955,5.545462224635285,5.937127702273489,20,10
804,6.522297249389377,3.795666819861156,20,10
125,5.374149750262675,2.9612925120707967,20,10
1532,4.650102677508976,6.749786838442855,20,10
1024,5.830365506900613,4.361237011533175,20,10
1033,5.091531666656726,2.8369680840936904,20,10
1888,2.217619539191239,5.439668962101697,20,10
1537,5.6483915011396135,2.367922880930685,20,10
345,2.5936784454578503,6.479784775260912,20,10
508,5.494260146573563,2.555754849200465,20,10
1326,3.80182161595544,3.682713951611688,20,10
1575,6.6628610874149015,6.762336715722151,20,10
2053,6.251383216871031,6.618752514567027,20,10
25,5.306316661610169,3.2782228575639114,20,10
936,3.223163887089592,5.6955338278824,20,10
734,2.9035826390922908,4.621186167238073,20,10
1560,5.215186047966548,2.995437349805278,20,10
983,3.139407174781584,2.257427919927278,20,10
1655,3.8218513240767664,5.034494109491577,20,10
135,4.055425885046297,4.097064983878134,20,10
578,5.769988023188726,2.4949668317612943,20,10
356,2.7728003691796843,5.254693845084658,20,10
1904,2.345336808367538,4.013514412737605,20,10
301,5.8231074301937,5.391701153309437,20,10
433,4.221062739322798,3.763371801689928,20,11
1828,2.729839439842056,3.6978322598443594,20,11
1072,3.8829556048883367,6.486107350469816,20,11
1079,3.105131382878628,6.296181423162666,20,11
1722,6.296073897215967,6.92813528995408,20,11
1075,5.333406988080032,2.4001835758303813,20,11
1543,2.5472164266909667,5.347960561889456,20,11
1562,6.1392516664536245,3.936290910929792,20,11
579,2.5582279459657684,4.375733042824413,20,11
1611,4.305576777290421,2.285500870385289,20,11
929,3.712400443699429,4.234811313909439,20,11
2073,3.7529056074720857,4.067932175246336,20,11
71,3.776450215810355,6.355304069610618,20,11
511,6.018750342631944,5.37815185372164,20,11
676,2.373144395222273,3.1975673305428773,20,11
1516,4.909844599144461,3.1406008473847624,20,11
263,5.14318701063756,4.212185647231618,20,11
79,3.955139751189378,6.650530011590022,20,11
858,4.275890915286441,6.370772901199612,20,11
972,6.340691651976362,6.339954138495356,20,11
1616,3.9823129847514913,4.594883900663417,20,11
1035,3.945784113467237,5.68974779279386,20,11
567,2.7797412356835265,5.57426507564009,20,11
764,2.294415966635841,6.508749731759348,20,11
325,4.035244507476755,3.156384093870169,20,11
1437,6.163643501929252,3.3076135953492414,20,12
243,6.982204764133195,4.26152043617993,20,12
754,6.084779945364169,5.495408158300114,20,12
1306,5.610432731363481,5.622518385370159,20,12
1212,4.874445267944605,5.216735308323417,20,12
386,5.636110199890162,4.400319946228192,20,12
123,5.086281911623044,3.210469755930505,20,12
670,5.028392031943886,3.713577431374135,20,12
1867,6.929379163133312,3.811945537980881,20,12
1491,2.7817339446830083,3.971861404008715,20,12
1451,6.220109998556557,4.102480258314529,20,12
1069,6.431233859056436,3.730748563533911,20,12
955,6.418688379292305,4.380805269363998,20,12
717,3.5816094599549064,6.7553506905939456,20,12
1020,2.90812324506148,3.1400119531001964,20,12
1204,6.318742584115523,3.8122586552528057,20,12
1849,2.624869494751636,2.463806635997143,20,12
935,4.849735302685679,5.963527208072044,20,12
1063,3.609748187079736,4.650885750735927,20,12
1998,5.276516159611686,2.840972740924574,20,12
1922,4.587525535777886,5.08484046588668,20,12
384,5.647969415563633,4.415851176286105,20,12
1490,5.056606742682571,5.134533871767841,20,12
544,3.776102497702478,2.20925670059482,20,12
1093,2.910330648595936,4.000506081097209,20,12
496,3.5508501161387445,2.730885451774246,20,13
711,2.095324919936932,3.921467303821141,20,13
1206,5.87255762515914,5.676148023122643,20,13
45,6.164059097099607,4.5143828550193605,20,13
55,2.747032845473025,3.625274164076013,20,13
863,6.234320834426481,5.360195222346253,20,13
1275,4.377385130028022,3.9682283847068,20,13
1571,2.9658604981998664,4.827179056648985,20,13
1937,4.3389556839535,3.21533119547373,20,13
1033,6.612596995771792,2.7044540317176624,20,13
1675,6.189583480821606,6.068868133576527,20,13
1530,3.2511268956275186,2.052461211594918,20,13
802,5.760645285643393,2.8790841332236834,20,13
1157,5.848647248637982,4.653769206247787,20,13
1069,2.7600352184361494,3.3485212153782515,20,13
238,3.1438452592699218,3.3082622849736407,20,13
366,6.015182203615088,6.03214831104756,20,13
236,4.474844796079995,2.1633518905435283,20,13
1512,6.8446354781302166,2.362803621769323,20,13
1838,2.385788850911448,4.564673978388644,20,13
1137,2.053814229723385,3.5749752703118287,20,13
1554,2.73194307731912,5.390648298314216,20,13
460,5.604077715033867,6.7237316391631765,20,13
1358,6.373710716209786,5.364600581424114,20,13
1667,5.704197196215563,4.48400735639323,20,13
667,5.017672997934094,3.258244153546487,20,14
1720,5.877412959810037,2.1992460859957026,20,14
860,3.751066200961838,6.181846518343059,20,14
654,4.447492970256371,5.868957416964013,20,14
977,4.055445942527676,3.968263837296999,20,14
1805,2.96141201971168,3.219781571896558,20,14
1844,5.254639801721428,2.7692455503821454,20,14
2012,3.813555038094707,4.798282783527409,20,14
1614,2.1193123023798885,2.7859349339936506,20,14
997,6.083410932000031,2.1823322104402254,20,14
970,4.144994873255077,6.947378618370207,20,14
1165,2.42248322012922,2.090182416623827,20,14
484,6.175635170779597,4.573481993212104,20,14
1445,5.861637315466092,4.841818589739852,20,14
705,2.107348056024005,3.2642734418031725,20,14
1106,5.193484119375325,4.215603952275444,20,14
1984,2.800007757308009,6.567463380887824,20,14
1188,6.444709083979074,6.172830248764888,20,14
839,5.677283989953797,2.296740904986536,20,14
1353,5.704600660396437,2.6597388361412,20,14
1044,4.118095508069919,5.266662821322129,20,14
843,4.194616387901152,5.532973251532345,20,14
533,4.625761315253657,6.629888421098932,20,14
319,4.046638935967304,4.6266367378185365,20,14
2082,3.844691435090548,6.6995777428073495,20,14
1609,5.219126799600175,3.563820813832726,20,15
457,5.65782567855343,3.646402540530704,20,15
2088,2.850535632827931,4.473491944101005,20,15
227,2.868579748002913,2.20138277369915,20,15
726,3.408597882113959,6.477630852315094,20,15
365,4.162836567642924,2.1342839669150275,20,15
256,2.822954599488644,4.593809675634497,20,15
563,5.968591682735879,3.587938633384095,20,15
446,4.309641419258671,2.98235081840768,20,15
2002,6.847149581724522,6.883139070587989,20,15
1234,6.056405133978285,3.4317244042495108,20,15
464,5.554440025037161,4.566463250302961,20,15
314,4.499330531421879,4.229637265665021,20,15
1993,2.156768337633108,2.198297807084063,20,15
271,2.443042064544472,2.394868415505564,20,15
331,3.29760537607136,3.791197222448567,20,15
2075,4.178168365148438,4.10721437135157,20,15
1482,4.539173065603146,6.250112338985165,20,15
1238,4.198338083150574,6.655055297261029,20,15
753,6.329706743815017,4.755013448206636,20,15
569,4.188615214921492,5.199052861990733,20,15
2006,5.988108357886464,6.10232844942394,20,15
1525,5.703227017433258,5.952493555563018,20,15
326,3.801435145100711,6.350519163440057,20,15
1177,5.857274166004348,5.7856277011939445,20,15
1710,4.598047748947039,6.476105891982002,20,16
1464,3.614599309542003,3.8999681113150286,20,16
1063,3.0085466963226173,3.439288629538544,20,16
2094,3.5605297173292025,5.436929990230071,20,16
76,3.2187934222061165,5.514907825943148,20,16
1256,2.237912224228915,2.823693719217236,20,16
1697,2.8168142479131264,6.277383235088433,20,16
68,4.258605188899716,3.5173303799335884,20,16
655,6.930482787411838,2.422944167725841,20,16
2088,5.731531450687052,3.371355754857172,20,16
620,2.901823826241242,5.572076477036242,20,16
1089,2.7009086324418345,3.595000394870266,20,16
674,2.5771460324442765,4.192624893648345,20,16
1245,5.603631970365568,2.715109638633513,20,16
121,4.147333270058502,5.734978206993125,20,16
1130,5.207731394994356,3.1382294500675627,20,16
522,6.021221568968699,6.222648086058163,20,16
1697,6.125335435806593,3.8321543707287034,20,16
1214,4.204949415049093,3.3665545708665903,20,16
1296,6.823058883999384,6.180479640704178,20,16
486,3.394178407787548,3.6601818374771513,20,16
391,5.959422961840321,4.829699105325395,20,16
161,3.425952332809836,2.9820699622246,20,16
941,3.90637589477215,2.223649996446329,20,16
283,6.3060503334576765,5.408138493155568,20,16
2009,6.638717839877992,4.99002081306234,20,17
776,2.0812052268894385,3.1453662338085566,20,17
771,6.3807837836255,5.864039458844379,20,17
858,5.141531133039023,5.593531151329384,20,17
679,3.722566548070876,3.1647890050071967,20,17
703,3.363068920420774,3.0199401803633954,20,17
1605,6.944667567463768,3.022893942665367,20,17
1005,3.64497800607733,2.7649582819164675,20,17
876,5.116992702784896,5.863403446932228,20,17
1324,6.1179689360825416,3.3584280451988056,20,17
1759,2.296366612232412,6.862647568318041,20,17
1972,4.230378498173504,5.922614562034205,20,17
2030,2.0157482200313908,3.0349472609807835,20,17
2039,3.0663664574724416,3.5031366596051154,20,17
1962,4.192684973454437,2.0347294567606675,20,17
2049,5.269793063922428,5.431485692241905,20,17
831,3.0916836380991235,6.668964243844889,20,17
1952,5.7285987299324885,2.587822050412337,20,17
35,5.823692818698472,2.1395004933871475,20,17
1839,4.499879401773319,2.686600839897267,20,17
1705,3.413397316384706,4.558779603254555,20,17
1111,4.368301317122015,4.842548371805521,20,17
1574,6.733163332299223,5.827063216456597,20,17
1023,5.305817704387946,3.16148437567846,20,17
886,3.76175904320304,6.401927497156304,20,17
610,3.727941238512205,3.399756665969192,20,18
804,3.943384474833568,5.787276728564767,20,18
1897,3.927103185427617,4.531368958049573,20,18
1483,3.5695656781455183,5.825742589136501,20,18
456,2.638745661200949,4.221156695048633,20,18
1576,4.301109593570072,5.256010922878995,20,18
1409,6.056192851102368,2.268757525164693,20,18
1895,3.3097267774258947,6.3136301520516405,20,18
1876,5.812971987916166,3.427967021309346,20,18
174,3.898143864753817,5.905044041321343,20,18
1799,2.263158406733911,3.018669757968231,20,18
1731,2.21599231243024,5.990278082703346,20,18
10,3.072137932023232,5.759892667494221,20,18
562,6.397290305399472,5.129010277558597,20,18
340,6.889083930013286,5.642163947540866,20,18
1830,6.693109577853754,3.877542354861763,20,18
873,6.912439232028109,4.475478444276311,20,18
113,4.039616898654696,4.879787446652617,20,18
1732,2.293624817562264,5.56222606756802,20,18
1732,5.5403114290608695,3.388625717285935,20,18
1080,2.9534691179446715,4.908893278997387,20,18
1320,4.744009632849888,4.804515062096818,20,18
1041,2.126175858564636,6.393466487138696,20,18
1259,5.156558735599521,3.986908279555495,20,18
2012,5.60854337534693,5.287989211581923,20,18
386,4.613151000589935,6.768839770243851,20,19
470,4.5446350003997855,3.1173837540313523,20,19
2028,2.5502397278760625,5.714062668468801,20,19
155,2.23624177926786,4.220191876397592,20,19
707,3.0239831340893835,4.363555967530307,20,19
1811,3.3235404408830416,3.879929568355392,20,19
1690,4.959053172791374,3.793047007806239,20,19
1352,3.123173682084301,5.821008007120056,20,19
48,2.3416435966754565,3.1942173778634686,20,19
696,4.987152191410663,6.978844430588175,20,19
2053,6.276079754253447,3.233447925554179,20,19
349,2.784870247358456,2.8629609406755194,20,19
692,6.9592378305862725,4.839916581112458,20,19
481,5.97999081597327,2.1771936145045205,20,19
1898,3.3961339672978186,5.77844550272971,20,19
719,2.1179867920518114,3.132146978687442,20,19
1859,3.640940310879424,2.671260975402008,20,19
359,2.6569848033601,6.166075418671901,20,19
66,2.161136837502613,2.02385286211155,20,19
2080,3.6455618946316815,3.9478505989718937,20,19
283,4.764306135786368,4.3344437509935645,20,19
970,4.748445966929525,3.943507981288609,20,19
1190,3.533402109830417,5.902910994763917,20,19
1612,3.0748890772796327,6.690455145213475,20,19
1896,5.324143641043055,6.761242635195174,20,19
1111,3.9887800748023423,4.593688660761437,20,20
741,3.5092809024245923,3.009846870951956,20,20
235,6.611227761969304,5.024815363443016,20,20
876,4.160052849757745,5.68083221092663,20,20
135,5.98074795152402,3.922695199656759,20,20
862,5.665194443813384,6.74104271265442,20,20
659,4.320765127000399,3.1294269908997934,20,20
863,4.081262376791756,5.468387120060974,20,20
1792,3.686579191064297,3.530186012604506,20,20
76,2.541706354508788,3.4792443794397228,20,20
1895,5.2764182556717625,3.0632893282419813,20,20
372,2.162601769546161,2.1795270668789413,20,20
1603,6.430989393767479,5.752569810781203,20,20
1293,4.4678978644878455,4.12481272660632,20,20
1168,6.13249150207313,5.4945736805158845,20,20
1566,3.0122937253908484,4.786441095761539,20,20
547,6.882989981998005,4.388054198361442,20,20
1009,3.785403770816618,3.849133200210335,20,20
399,5.447932935039382,6.598750244178969,20,20
1101,2.959077194315478,6.73484278291255,20,20
1125,6.084208847755621,5.241157921669214,20,20
846,6.5644975888050086,4.0608960898059685,20,20
1460,2.159618709074004,4.472714079295277,20,20
1923,6.656637953556229,5.381428317688492,20,20
715,2.0944819869222533,5.776608059919008,20,20
1521,3.188505582901141,3.332228080226173,20,21
892,6.2072978590871815,3.277119944493148,20,21
1317,5.644715438566925,2.1036536145422664,20,21
1819,3.9423105039761337,5.202316179126841,20,21
272,3.1737076577761614,6.988946047961605,20,21
454,2.0776690450729407,6.360711378291249,20,21
458,2.569151277784785,2.112993370194597,20,21
1828,4.048639874218629,6.016450520787601,20,21
15,2.5297317142677462,6.390546814843762,20,21
50,3.586763823928128,6.697349578969151,20,21
665,5.019621053833624,4.428567669010809,20,21
221,5.201933077324206,2.0653409651153685,20,21
1175,2.869730239377144,5.560557377345393,20,21
1198,2.760689484033619,5.348507190412932,20,21
391,6.902750742234925,2.9866640263362165,20,21
812,5.696925396815185,5.052698104211409,20,21
317,6.08136344083758,5.751612603847021,20,21
813,5.904412142990752,3.404864224993497,20,21
1269,3.3881080222662705,5.894538321009812,20,21
1629,6.242687242906882,3.303888914569935,20,21
1213,2.3550415679862,2.309903850087729,20,21
1698,6.043049918430722,2.1717607830788968,20,21
531,2.378863167924342,5.927590451238093,20,21
2089,4.01689959870817,4.493066801584183,20,21
1509,6.0548927652492415,4.185416819347109,20,21
1443,5.042822380818513,5.276087299646353,20,22
621,4.789393751726482,6.856218236162821,20,22
919,2.80747550250016,3.784972504328721,20,22
1384,2.35101824111434,5.125039765939575,20,22
500,3.159237589661444,6.726872222921425,20,22
377,5.970927430674116,2.230929634463271,20,22
79,5.542013553973463,4.403697794931907,20,22
1798,2.966696221737765,5.526671742538579,20,22
1466,6.010981519421327,4.520611455008428,20,22
1363,3.205701626801108,6.05675172285625,20,22
669,6.809610028924086,5.394695160987237,20,22
1997,2.4315349962390718,2.2365903593752123,20,22
819,5.804410172849444,2.4173475721938087,20,22
1907,2.094768218753157,4.627653427757477,20,22
1710,3.563070904489574,5.204860457120189,20,22
1497,4.00521652202829,4.204559152498738,20,22
1923,2.272591492441652,5.308005569233429,20,22
1011,4.062636289231815,4.775899857972431,20,22
1647,4.240064599550776,5.229825098278522,20,22
1358,4.281230938075231,6.828509557400128,20,22
56,3.7800611297151914,2.985428794222605,20,22
827,4.332772628834627,4.041452946345424,20,22
1657,6.958905045061092,6.707339899005003,20,22
1779,5.788614653512894,6.45890134299393,20,22
523,3.2832640961770423,2.610959786186952,20,22
1310,3.4625190001811745,5.395500600480622,20,23
2000,4.863095978956046,3.3587804778360018,20,23
1260,5.496986012066873,3.141447162326888,20,23
977,4.618929902607682,2.3693265272391555,20,23
1638,5.188319755101623,5.042179596048565,20,23
631,4.8847206430993495,5.689633810307789,20,23
410,2.4460580825344715,5.511579197199719,20,23
367,2.7328872201905687,3.108795976031259,20,23
1187,3.623598453274843,4.574693631137467,20,23
97,4.718849226164969,4.123599198907996,20,23
965,6.900527342044772,3.023878954780041,20,23
77,3.2290566906318183,3.7577238343751778,20,23
317,6.570230745599461,2.4743858544395323,20,23
1352,6.497176377603964,5.976247268307104,20,23
135,6.30385878261386,6.111598281381367,20,23
457,5.835250299730297,4.019168650179206,20,23
846,5.0470170651559645,5.533755622268718,20,23
12,6.208541531943693,2.128339432829239,20,23
1038,5.93192745891187,5.176732338525236,20,23
498,4.909610224181989,2.771254232672941,20,23
1645,3.175625926233903,6.336713030535194,20,23
46,4.146921888448294,2.646443965847361,20,23
1520,2.670279078956904,2.455621720432828,20,23
423,2.205466618686998,5.31284934905367,20,23
25,6.895000990461805,5.680420779713144,20,23
1447,2.1093458607068687,3.767414495957625,20,24
766,4.370761864213617,4.982477900771773,20,24
229,4.74355630874509,2.619433860844766,20,24
1985,4.965758552311415,6.771860952665972,20,24
356,6.630047176352042,6.722495211721062,20,24
1190,6.196492673032802,3.2898743743753145,20,24
599,4.617967293668015,5.585136193686889,20,24
698,5.448412546019809,4.450555302758245,20,24
431,5.765254656260661,2.562421830174805,20,24
1247,3.25744594045724,5.789909876853862,20,24
252,4.334893972943815,3.992472061319771,20,24
355,5.935789576544167,4.332313681638453,20,24
1203,3.33846495582385,2.929588069652925,20,24
896,5.748466141899076,3.212655725479367,20,24
99,5.442364875357143,4.835782134969247,20,24
1139,6.415900349740865,5.343328642999383,20,24
1285,4.403447830330274,3.467537484265024,20,24
1075,4.128556798793472,6.958977585420758,20,24
1779,5.021566661693674,6.005722192824683,20,24
511,2.811163526880015,4.9175217436037935,20,24
1749,5.358457438804108,5.749293214676682,20,24
1360,2.3982918530120925,3.555348207577964,20,24
623,5.671957980839348,3.411773601761196,20,24
1223,2.857724135588981,3.2504879186443403,20,24
221,3.452710855990975,3.347858286701607,20,24
1032,4.550519575439225,2.7020204384879403,20,25
1623,3.329896846003087,4.73404806809871,20,25
40,6.084467501548719,5.984697776491503,20,25
2095,2.180512473977028,3.094062285514948,20,25
954,3.9210787140415135,6.652570622473539,20,25
851,5.366897174452139,3.7729658423117662,20,25
1466,5.3150792004151945,2.8356434789471807,20,25
377,3.6023828335347376,5.350273764590539,20,25
1576,5.601102319903619,5.4522125376565,20,25
1408,6.563507152160517,2.2306050872470222,20,25
